reference_index,celltype,tech
1203,beta,fluidigmc1
1204,beta,fluidigmc1
1205,beta,fluidigmc1
1206,beta,fluidigmc1
1207,beta,fluidigmc1
1208,beta,fluidigmc1
1209,ductal,celseq
1210,ductal,celseq
1211,ductal,celseq
1212,ductal,celseq
1213,ductal,celseq
1214,ductal,celseq
1215,ductal,celseq
1216,ductal,celseq
1217,ductal,celseq
1218,ductal,celseq
1219,ductal,celseq
1220,ductal,celseq
1221,ductal,celseq
1222,ductal,celseq
1223,ductal,celseq
1224,ductal,celseq
1225,ductal,celseq
1226,ductal,celseq
1227,ductal,celseq
1228,ductal,celseq
1229,ductal,celseq
1230,ductal,celseq
1231,ductal,celseq
1232,ductal,celseq
1233,ductal,celseq
1234,ductal,celseq
1235,ductal,celseq
1236,ductal,celseq
1237,ductal,celseq
1238,ductal,celseq
1239,ductal,celseq
1240,ductal,celseq
1241,ductal,celseq
1242,ductal,celseq
1243,ductal,celseq
1244,ductal,celseq
1245,ductal,celseq
1246,ductal,celseq
1247,ductal,celseq
1248,ductal,celseq
1249,ductal,celseq
1250,ductal,celseq
1251,ductal,celseq
1252,ductal,celseq
1253,ductal,celseq
1254,ductal,celseq
1255,ductal,celseq
1256,ductal,celseq
1257,ductal,celseq
1258,ductal,celseq
1259,ductal,celseq
1260,ductal,celseq
1261,ductal,celseq
1262,ductal,celseq
1263,ductal,celseq
1264,ductal,celseq
1265,ductal,celseq
1266,ductal,celseq
1267,ductal,celseq
1268,ductal,celseq
1269,ductal,celseq
1270,ductal,celseq
1271,ductal,celseq
1272,ductal,celseq
1273,ductal,celseq
1274,ductal,celseq
1275,ductal,celseq
1276,ductal,celseq
1277,ductal,celseq
1278,ductal,celseq
1279,ductal,celseq
1280,ductal,celseq
1281,ductal,celseq
1282,ductal,celseq
1283,ductal,celseq
1284,ductal,celseq
1285,ductal,celseq
1286,ductal,celseq
1287,ductal,celseq
1288,ductal,celseq
1289,ductal,celseq
1290,ductal,celseq
1291,ductal,celseq
1292,ductal,celseq
1293,ductal,celseq
1294,ductal,celseq
1295,ductal,celseq
1296,ductal,celseq
1297,ductal,celseq
1298,ductal,celseq
1299,ductal,celseq
1300,ductal,celseq
1301,ductal,celseq
1302,ductal,celseq
1303,ductal,celseq
1304,ductal,celseq
1305,ductal,celseq
1306,ductal,celseq
1307,ductal,celseq
1308,ductal,celseq
1309,ductal,celseq
1310,ductal,celseq
1311,ductal,celseq
1312,ductal,celseq
1313,ductal,celseq
1314,ductal,celseq
1315,ductal,celseq
1316,ductal,celseq
1317,ductal,celseq
1318,ductal,celseq
1319,ductal,celseq
1320,ductal,celseq
1321,ductal,celseq
1322,ductal,celseq
1323,ductal,celseq
1324,ductal,celseq
1325,ductal,celseq
1326,ductal,celseq
1327,ductal,celseq
1328,ductal,celseq
1329,ductal,celseq
1330,ductal,celseq
1331,ductal,celseq
1332,ductal,celseq
1333,ductal,celseq
1334,ductal,celseq
1335,ductal,celseq
1336,ductal,celseq
1337,ductal,celseq
1338,ductal,celseq
1339,ductal,celseq
1340,ductal,celseq
1341,ductal,celseq
1342,ductal,celseq
1343,ductal,celseq
1344,ductal,celseq
1345,ductal,celseq
1346,ductal,celseq
1347,ductal,celseq
1348,ductal,celseq
1349,ductal,celseq
1350,ductal,celseq
1351,ductal,celseq
1352,ductal,celseq
1353,ductal,celseq
1354,ductal,celseq
1355,ductal,celseq
1356,ductal,celseq
1357,ductal,celseq
1358,ductal,celseq
1359,ductal,celseq
1360,ductal,celseq
1361,ductal,celseq
1362,ductal,celseq
1363,ductal,celseq
1364,ductal,celseq
1365,ductal,celseq
1366,ductal,celseq
1367,ductal,celseq
1368,ductal,celseq
1369,ductal,celseq
1370,ductal,celseq
1371,ductal,celseq
1372,ductal,celseq
1373,ductal,celseq
1374,ductal,celseq
1375,ductal,celseq
1376,ductal,celseq
1377,ductal,celseq
1378,ductal,celseq
1379,ductal,celseq
1380,ductal,celseq
1381,ductal,celseq
1382,ductal,celseq
1383,ductal,celseq
1384,ductal,celseq
1385,ductal,celseq
1386,ductal,celseq
1387,ductal,celseq
1388,ductal,celseq
1389,ductal,celseq
1390,ductal,celseq
1391,ductal,celseq
1392,ductal,celseq
1393,ductal,celseq
1394,ductal,celseq
1395,ductal,celseq
1396,ductal,celseq
1397,ductal,celseq
1398,ductal,celseq
1399,ductal,celseq
1400,ductal,celseq
1401,ductal,celseq
1402,ductal,celseq
1403,ductal,celseq
1404,ductal,celseq
1405,ductal,celseq
1406,ductal,celseq
1407,ductal,celseq
1408,ductal,celseq
1409,ductal,celseq
1410,ductal,celseq
1411,ductal,celseq
1412,ductal,celseq
1413,ductal,celseq
1414,ductal,celseq
1415,ductal,celseq
1416,ductal,celseq
1417,ductal,celseq
1418,ductal,celseq
1419,ductal,celseq
1420,ductal,celseq
1421,ductal,celseq
1422,ductal,celseq
1423,ductal,celseq
1424,ductal,celseq
1425,ductal,celseq
1426,ductal,celseq
1427,ductal,celseq
1428,ductal,celseq
1429,ductal,celseq
1430,ductal,celseq
1431,ductal,celseq
1432,ductal,celseq
1433,ductal,celseq
1434,ductal,celseq
1435,ductal,celseq
1436,ductal,celseq
1437,ductal,celseq
1438,ductal,celseq
1439,ductal,celseq
1440,ductal,celseq
1441,ductal,celseq
1442,ductal,celseq
1443,ductal,celseq
1444,ductal,celseq
1445,ductal,celseq
1446,ductal,celseq
1447,ductal,celseq
1448,ductal,celseq
1449,ductal,celseq
1450,ductal,celseq
1451,ductal,celseq
1452,ductal,celseq
1453,ductal,celseq
1454,ductal,celseq
1455,ductal,celseq
1456,ductal,celseq
1457,ductal,celseq
1458,ductal,celseq
1459,ductal,celseq
1460,ductal,celseq
1461,ductal,celseq
1462,ductal,celseq
1463,ductal,celseq
1464,ductal,celseq
1465,ductal,celseq
1466,ductal,celseq
1467,ductal,celseq
1468,ductal,celseq
1469,ductal,celseq
1470,ductal,celseq
1471,ductal,celseq
1472,ductal,celseq
1473,ductal,celseq
1474,ductal,celseq
1475,ductal,celseq
1476,ductal,celseq
1477,ductal,celseq
1478,ductal,celseq
1479,ductal,celseq
1480,ductal,celseq
1481,ductal,celseq
1482,ductal,celseq
1483,ductal,celseq
1484,ductal,celseq
1485,ductal,celseq
1486,ductal,celseq
1487,ductal,celseq
1488,ductal,celseq
1489,ductal,celseq
1490,ductal,celseq
1491,ductal,celseq
1492,ductal,celseq
1493,ductal,celseq
1494,ductal,celseq
1495,ductal,celseq
1496,ductal,celseq
1497,ductal,celseq
1498,ductal,celseq
1499,ductal,celseq
1500,ductal,celseq
1501,ductal,celseq
1502,ductal,celseq
1503,ductal,celseq
1504,ductal,celseq
1505,ductal,celseq
1506,ductal,celseq
1507,ductal,celseq
1508,ductal,celseq
1509,ductal,celseq
1510,ductal,celseq
1511,ductal,celseq
1512,ductal,celseq
1513,ductal,celseq
1514,ductal,celseq
1515,ductal,celseq
1516,ductal,celseq
1517,ductal,celseq
1518,ductal,celseq
1519,ductal,celseq
1520,ductal,celseq
1521,ductal,celseq
1522,ductal,celseq
1523,ductal,celseq
1524,ductal,celseq
1525,ductal,celseq
1526,ductal,celseq
1527,ductal,celseq
1528,ductal,celseq
1529,ductal,celseq
1530,ductal,celseq
1531,ductal,celseq
1532,ductal,celseq
1533,ductal,celseq
1534,ductal,celseq
1535,ductal,celseq
1536,ductal,fluidigmc1
1537,ductal,fluidigmc1
1538,ductal,fluidigmc1
1539,ductal,fluidigmc1
1540,ductal,fluidigmc1
1541,ductal,fluidigmc1
1542,ductal,fluidigmc1
1543,ductal,fluidigmc1
1544,ductal,fluidigmc1
1545,ductal,fluidigmc1
1546,ductal,fluidigmc1
1547,ductal,fluidigmc1
1548,ductal,fluidigmc1
1549,ductal,fluidigmc1
1550,ductal,fluidigmc1
1551,ductal,fluidigmc1
1552,ductal,fluidigmc1
1553,ductal,fluidigmc1
1554,ductal,fluidigmc1
1555,ductal,fluidigmc1
1556,ductal,fluidigmc1
1557,ductal,fluidigmc1
1558,ductal,fluidigmc1
1559,ductal,fluidigmc1
1560,ductal,fluidigmc1
1561,ductal,fluidigmc1
1562,ductal,fluidigmc1
1563,ductal,fluidigmc1
1564,ductal,fluidigmc1
1565,ductal,fluidigmc1
1566,ductal,fluidigmc1
1567,ductal,fluidigmc1
1568,ductal,fluidigmc1
1569,ductal,fluidigmc1
1570,ductal,fluidigmc1
1571,ductal,fluidigmc1
1572,endothelial,celseq
1573,endothelial,celseq
1574,endothelial,celseq
1575,endothelial,celseq
1576,endothelial,celseq
1577,endothelial,fluidigmc1
1578,endothelial,fluidigmc1
1579,endothelial,fluidigmc1
1580,endothelial,fluidigmc1
1581,endothelial,fluidigmc1
1582,endothelial,fluidigmc1
1583,endothelial,fluidigmc1
1584,endothelial,fluidigmc1
1585,endothelial,fluidigmc1
1586,endothelial,fluidigmc1
1587,endothelial,fluidigmc1
1588,endothelial,fluidigmc1
1589,endothelial,fluidigmc1
1590,endothelial,fluidigmc1
1591,activated_stellate,celseq
1592,activated_stellate,celseq
1593,activated_stellate,celseq
1594,activated_stellate,celseq
1595,activated_stellate,celseq
1596,activated_stellate,celseq
1597,activated_stellate,celseq
1598,activated_stellate,celseq
1599,activated_stellate,celseq
1600,activated_stellate,celseq
1601,activated_stellate,celseq
1602,activated_stellate,celseq
1603,activated_stellate,celseq
1604,activated_stellate,celseq
1605,activated_stellate,celseq
1606,activated_stellate,celseq
1607,activated_stellate,celseq
1608,activated_stellate,celseq
1609,activated_stellate,celseq
1610,activated_stellate,fluidigmc1
1611,activated_stellate,fluidigmc1
1612,activated_stellate,fluidigmc1
1613,activated_stellate,fluidigmc1
1614,activated_stellate,fluidigmc1
1615,activated_stellate,fluidigmc1
1616,activated_stellate,fluidigmc1
1617,activated_stellate,fluidigmc1
1618,activated_stellate,fluidigmc1
1619,activated_stellate,fluidigmc1
1620,activated_stellate,fluidigmc1
1621,activated_stellate,fluidigmc1
1622,activated_stellate,fluidigmc1
1623,activated_stellate,fluidigmc1
1624,activated_stellate,fluidigmc1
1625,activated_stellate,fluidigmc1
1626,schwann,celseq
1627,schwann,fluidigmc1
1628,schwann,fluidigmc1
1629,schwann,fluidigmc1
1630,schwann,fluidigmc1
1631,schwann,fluidigmc1
1632,mast,celseq
1633,mast,fluidigmc1
1634,mast,fluidigmc1
1635,mast,fluidigmc1
1636,macrophage,celseq
1637,macrophage,fluidigmc1
1638,epsilon,celseq
1639,epsilon,fluidigmc1
1640,quiescent_stellate,celseq
1641,quiescent_stellate,fluidigmc1
1642,acinar,inDrop1
1643,acinar,inDrop1
1644,acinar,inDrop1
1645,acinar,inDrop1
1646,acinar,inDrop1
1647,acinar,inDrop1
1648,beta,inDrop1
1649,acinar,inDrop1
1650,acinar,inDrop1
1651,acinar,inDrop1
1652,acinar,inDrop1
1653,acinar,inDrop1
1654,delta,inDrop1
1655,delta,inDrop1
1656,beta,inDrop1
1657,activated_stellate,inDrop1
1658,beta,inDrop1
1659,acinar,inDrop1
1660,ductal,inDrop1
1661,beta,inDrop1
1662,beta,inDrop1
1663,alpha,inDrop1
1664,ductal,inDrop1
1665,beta,inDrop1
1666,delta,inDrop1
1667,alpha,inDrop1
1668,beta,inDrop1
1669,acinar,inDrop1
1670,acinar,inDrop1
1671,beta,inDrop1
1672,delta,inDrop1
1673,delta,inDrop1
1674,delta,inDrop1
1675,delta,inDrop1
1676,beta,inDrop1
1677,acinar,inDrop1
1678,beta,inDrop1
1679,beta,inDrop1
1680,beta,inDrop1
1681,delta,inDrop1
1682,activated_stellate,inDrop1
1683,beta,inDrop1
1684,delta,inDrop1
1685,activated_stellate,inDrop1
1686,activated_stellate,inDrop1
1687,activated_stellate,inDrop1
1688,acinar,inDrop1
1689,activated_stellate,inDrop1
1690,delta,inDrop1
1691,beta,inDrop1
1692,delta,inDrop1
1693,beta,inDrop1
1694,acinar,inDrop1
1695,beta,inDrop1
1696,beta,inDrop1
1697,activated_stellate,inDrop1
1698,beta,inDrop1
1699,beta,inDrop1
1700,beta,inDrop1
1701,beta,inDrop1
1702,ductal,inDrop1
1703,alpha,inDrop1
1704,beta,inDrop1
1705,ductal,inDrop1
1706,ductal,inDrop1
1707,acinar,inDrop1
1708,alpha,inDrop1
1709,beta,inDrop1
1710,delta,inDrop1
1711,alpha,inDrop1
1712,beta,inDrop1
1713,beta,inDrop1
1714,beta,inDrop1
1715,delta,inDrop1
1716,beta,inDrop1
1717,beta,inDrop1
1718,delta,inDrop1
1719,beta,inDrop1
1720,beta,inDrop1
1721,beta,inDrop1
1722,beta,inDrop1
1723,beta,inDrop1
1724,beta,inDrop1
1725,acinar,inDrop1
1726,activated_stellate,inDrop1
1727,delta,inDrop1
1728,delta,inDrop1
1729,beta,inDrop1
1730,beta,inDrop1
1731,beta,inDrop1
1732,beta,inDrop1
1733,beta,inDrop1
1734,beta,inDrop1
1735,beta,inDrop1
1736,beta,inDrop1
1737,beta,inDrop1
1738,beta,inDrop1
1739,delta,inDrop1
1740,delta,inDrop1
1741,beta,inDrop1
1742,delta,inDrop1
1743,alpha,inDrop1
1744,alpha,inDrop1
1745,delta,inDrop1
1746,beta,inDrop1
1747,beta,inDrop1
1748,beta,inDrop1
1749,beta,inDrop1
1750,acinar,inDrop1
1751,delta,inDrop1
1752,beta,inDrop1
1753,beta,inDrop1
1754,delta,inDrop1
1755,beta,inDrop1
1756,beta,inDrop1
1757,beta,inDrop1
1758,delta,inDrop1
1759,beta,inDrop1
1760,delta,inDrop1
1761,beta,inDrop1
1762,beta,inDrop1
1763,beta,inDrop1
1764,epsilon,inDrop1
1765,beta,inDrop1
1766,beta,inDrop1
1767,beta,inDrop1
1768,delta,inDrop1
1769,beta,inDrop1
1770,delta,inDrop1
1771,beta,inDrop1
1772,alpha,inDrop1
1773,alpha,inDrop1
1774,beta,inDrop1
1775,acinar,inDrop1
1776,alpha,inDrop1
1777,beta,inDrop1
1778,beta,inDrop1
1779,alpha,inDrop1
1780,beta,inDrop1
1781,delta,inDrop1
1782,beta,inDrop1
1783,beta,inDrop1
1784,beta,inDrop1
1785,beta,inDrop1
1786,beta,inDrop1
1787,delta,inDrop1
1788,beta,inDrop1
1789,ductal,inDrop1
1790,ductal,inDrop1
1791,beta,inDrop1
1792,beta,inDrop1
1793,beta,inDrop1
1794,beta,inDrop1
1795,delta,inDrop1
1796,beta,inDrop1
1797,activated_stellate,inDrop1
1798,beta,inDrop1
1799,beta,inDrop1
1800,alpha,inDrop1
1801,beta,inDrop1
1802,alpha,inDrop1
1803,beta,inDrop1
1804,gamma,inDrop1
1805,beta,inDrop1
1806,beta,inDrop1
1807,beta,inDrop1
1808,beta,inDrop1
1809,beta,inDrop1
1810,beta,inDrop1
1811,beta,inDrop1
1812,acinar,inDrop1
1813,beta,inDrop1
1814,acinar,inDrop1
1815,beta,inDrop1
1816,beta,inDrop1
1817,beta,inDrop1
1818,acinar,inDrop1
1819,delta,inDrop1
1820,beta,inDrop1
1821,delta,inDrop1
1822,beta,inDrop1
1823,acinar,inDrop1
1824,alpha,inDrop1
1825,beta,inDrop1
1826,alpha,inDrop1
1827,beta,inDrop1
1828,alpha,inDrop1
1829,endothelial,inDrop1
1830,beta,inDrop1
1831,beta,inDrop1
1832,alpha,inDrop1
1833,delta,inDrop1
1834,beta,inDrop1
1835,beta,inDrop1
1836,delta,inDrop1
1837,beta,inDrop1
1838,gamma,inDrop1
1839,alpha,inDrop1
1840,beta,inDrop1
1841,beta,inDrop1
1842,delta,inDrop1
1843,alpha,inDrop1
1844,ductal,inDrop1
1845,beta,inDrop1
1846,alpha,inDrop1
1847,beta,inDrop1
1848,ductal,inDrop1
1849,alpha,inDrop1
1850,ductal,inDrop1
1851,beta,inDrop1
1852,beta,inDrop1
1853,alpha,inDrop1
1854,beta,inDrop1
1855,beta,inDrop1
1856,quiescent_stellate,inDrop1
1857,ductal,inDrop1
1858,ductal,inDrop1
1859,endothelial,inDrop1
1860,activated_stellate,inDrop1
1861,beta,inDrop1
1862,delta,inDrop1
1863,gamma,inDrop1
1864,beta,inDrop1
1865,beta,inDrop1
1866,beta,inDrop1
1867,alpha,inDrop1
1868,beta,inDrop1
1869,beta,inDrop1
1870,delta,inDrop1
1871,ductal,inDrop1
1872,beta,inDrop1
1873,delta,inDrop1
1874,delta,inDrop1
1875,beta,inDrop1
1876,delta,inDrop1
1877,beta,inDrop1
1878,activated_stellate,inDrop1
1879,beta,inDrop1
1880,beta,inDrop1
1881,delta,inDrop1
1882,beta,inDrop1
1883,quiescent_stellate,inDrop1
1884,beta,inDrop1
1885,acinar,inDrop1
1886,alpha,inDrop1
1887,delta,inDrop1
1888,beta,inDrop1
1889,alpha,inDrop1
1890,beta,inDrop1
1891,endothelial,inDrop1
1892,delta,inDrop1
1893,delta,inDrop1
1894,beta,inDrop1
1895,beta,inDrop1
1896,delta,inDrop1
1897,gamma,inDrop1
1898,alpha,inDrop1
1899,beta,inDrop1
1900,beta,inDrop1
1901,beta,inDrop1
1902,ductal,inDrop1
1903,delta,inDrop1
1904,alpha,inDrop1
1905,beta,inDrop1
1906,gamma,inDrop1
1907,beta,inDrop1
1908,beta,inDrop1
1909,beta,inDrop1
1910,quiescent_stellate,inDrop1
1911,alpha,inDrop1
1912,delta,inDrop1
1913,alpha,inDrop1
1914,endothelial,inDrop1
1915,alpha,inDrop1
1916,delta,inDrop1
1917,beta,inDrop1
1918,gamma,inDrop1
1919,ductal,inDrop1
1920,alpha,inDrop1
1921,alpha,inDrop1
1922,delta,inDrop1
1923,beta,inDrop1
1924,beta,inDrop1
1925,ductal,inDrop1
1926,alpha,inDrop1
1927,beta,inDrop1
1928,delta,inDrop1
1929,macrophage,inDrop1
1930,endothelial,inDrop1
1931,beta,inDrop1
1932,beta,inDrop1
1933,beta,inDrop1
1934,beta,inDrop1
1935,beta,inDrop1
1936,beta,inDrop1
1937,beta,inDrop1
1938,beta,inDrop1
1939,beta,inDrop1
1940,beta,inDrop1
1941,beta,inDrop1
1942,gamma,inDrop1
1943,endothelial,inDrop1
1944,beta,inDrop1
1945,beta,inDrop1
1946,beta,inDrop1
1947,delta,inDrop1
1948,beta,inDrop1
1949,gamma,inDrop1
1950,epsilon,inDrop1
1951,delta,inDrop1
1952,beta,inDrop1
1953,beta,inDrop1
1954,gamma,inDrop1
1955,beta,inDrop1
1956,beta,inDrop1
1957,beta,inDrop1
1958,beta,inDrop1
1959,beta,inDrop1
1960,endothelial,inDrop1
1961,beta,inDrop1
1962,delta,inDrop1
1963,alpha,inDrop1
1964,epsilon,inDrop1
1965,alpha,inDrop1
1966,quiescent_stellate,inDrop1
1967,alpha,inDrop1
1968,alpha,inDrop1
1969,beta,inDrop1
1970,beta,inDrop1
1971,ductal,inDrop1
1972,beta,inDrop1
1973,alpha,inDrop1
1974,beta,inDrop1
1975,alpha,inDrop1
1976,beta,inDrop1
1977,beta,inDrop1
1978,delta,inDrop1
1979,delta,inDrop1
1980,beta,inDrop1
1981,beta,inDrop1
1982,beta,inDrop1
1983,ductal,inDrop1
1984,acinar,inDrop1
1985,beta,inDrop1
1986,alpha,inDrop1
1987,beta,inDrop1
1988,beta,inDrop1
1989,alpha,inDrop1
1990,beta,inDrop1
1991,quiescent_stellate,inDrop1
1992,beta,inDrop1
1993,gamma,inDrop1
1994,beta,inDrop1
1995,gamma,inDrop1
1996,endothelial,inDrop1
1997,beta,inDrop1
1998,alpha,inDrop1
1999,schwann,inDrop1
2000,beta,inDrop1
2001,quiescent_stellate,inDrop1
2002,endothelial,inDrop1
2003,gamma,inDrop1
2004,beta,inDrop1
2005,beta,inDrop1
2006,alpha,inDrop1
2007,alpha,inDrop1
2008,gamma,inDrop1
2009,beta,inDrop1
2010,beta,inDrop1
2011,delta,inDrop1
2012,acinar,inDrop1
2013,acinar,inDrop1
2014,gamma,inDrop1
2015,ductal,inDrop1
2016,ductal,inDrop1
2017,endothelial,inDrop1
2018,delta,inDrop1
2019,beta,inDrop1
2020,beta,inDrop1
2021,endothelial,inDrop1
2022,alpha,inDrop1
2023,acinar,inDrop1
2024,endothelial,inDrop1
2025,endothelial,inDrop1
2026,alpha,inDrop1
2027,beta,inDrop1
2028,beta,inDrop1
2029,gamma,inDrop1
2030,beta,inDrop1
2031,alpha,inDrop1
2032,beta,inDrop1
2033,beta,inDrop1
2034,beta,inDrop1
2035,beta,inDrop1
2036,beta,inDrop1
2037,delta,inDrop1
2038,beta,inDrop1
2039,quiescent_stellate,inDrop1
2040,activated_stellate,inDrop1
2041,beta,inDrop1
2042,alpha,inDrop1
2043,beta,inDrop1
2044,gamma,inDrop1
2045,quiescent_stellate,inDrop1
2046,beta,inDrop1
2047,alpha,inDrop1
2048,quiescent_stellate,inDrop1
2049,endothelial,inDrop1
2050,beta,inDrop1
2051,ductal,inDrop1
2052,endothelial,inDrop1
2053,ductal,inDrop1
2054,acinar,inDrop1
2055,alpha,inDrop1
2056,delta,inDrop1
2057,beta,inDrop1
2058,macrophage,inDrop1
2059,ductal,inDrop1
2060,endothelial,inDrop1
2061,endothelial,inDrop1
2062,gamma,inDrop1
2063,endothelial,inDrop1
2064,endothelial,inDrop1
2065,beta,inDrop1
2066,beta,inDrop1
2067,gamma,inDrop1
2068,beta,inDrop1
2069,mast,inDrop1
2070,beta,inDrop1
2071,endothelial,inDrop1
2072,gamma,inDrop1
2073,quiescent_stellate,inDrop1
2074,alpha,inDrop1
2075,beta,inDrop1
2076,alpha,inDrop1
2077,acinar,inDrop1
2078,ductal,inDrop1
2079,beta,inDrop1
2080,beta,inDrop1
2081,ductal,inDrop1
2082,beta,inDrop1
2083,beta,inDrop1
2084,ductal,inDrop1
2085,acinar,inDrop1
2086,endothelial,inDrop1
2087,beta,inDrop1
2088,beta,inDrop1
2089,beta,inDrop1
2090,ductal,inDrop1
2091,activated_stellate,inDrop1
2092,beta,inDrop1
2093,quiescent_stellate,inDrop1
2094,acinar,inDrop1
2095,gamma,inDrop1
2096,quiescent_stellate,inDrop1
2097,endothelial,inDrop1
2098,endothelial,inDrop1
2099,alpha,inDrop1
2100,quiescent_stellate,inDrop1
2101,beta,inDrop1
2102,acinar,inDrop1
2103,beta,inDrop1
2104,endothelial,inDrop1
2105,endothelial,inDrop1
2106,beta,inDrop1
2107,acinar,inDrop1
2108,delta,inDrop1
2109,beta,inDrop1
2110,beta,inDrop1
2111,beta,inDrop1
2112,beta,inDrop1
2113,beta,inDrop1
2114,beta,inDrop1
2115,beta,inDrop1
2116,beta,inDrop1
2117,gamma,inDrop1
2118,ductal,inDrop1
2119,beta,inDrop1
2120,gamma,inDrop1
2121,beta,inDrop1
2122,delta,inDrop1
2123,beta,inDrop1
2124,beta,inDrop1
2125,gamma,inDrop1
2126,quiescent_stellate,inDrop1
2127,delta,inDrop1
2128,beta,inDrop1
2129,delta,inDrop1
2130,quiescent_stellate,inDrop1
2131,delta,inDrop1
2132,beta,inDrop1
2133,alpha,inDrop1
2134,delta,inDrop1
2135,alpha,inDrop1
2136,quiescent_stellate,inDrop1
2137,quiescent_stellate,inDrop1
2138,beta,inDrop1
2139,endothelial,inDrop1
2140,endothelial,inDrop1
2141,activated_stellate,inDrop1
2142,beta,inDrop1
2143,alpha,inDrop1
2144,delta,inDrop1
2145,beta,inDrop1
2146,endothelial,inDrop1
2147,alpha,inDrop1
2148,quiescent_stellate,inDrop1
2149,beta,inDrop1
2150,endothelial,inDrop1
2151,activated_stellate,inDrop1
2152,gamma,inDrop1
2153,beta,inDrop1
2154,quiescent_stellate,inDrop1
2155,beta,inDrop1
2156,endothelial,inDrop1
2157,gamma,inDrop1
2158,beta,inDrop1
2159,beta,inDrop1
2160,alpha,inDrop1
2161,endothelial,inDrop1
2162,gamma,inDrop1
2163,beta,inDrop1
2164,beta,inDrop1
2165,beta,inDrop1
2166,beta,inDrop1
2167,endothelial,inDrop1
2168,mast,inDrop1
2169,beta,inDrop1
2170,beta,inDrop1
2171,endothelial,inDrop1
2172,beta,inDrop1
2173,endothelial,inDrop1
2174,beta,inDrop1
2175,endothelial,inDrop1
2176,beta,inDrop1
2177,quiescent_stellate,inDrop1
2178,endothelial,inDrop1
2179,endothelial,inDrop1
2180,beta,inDrop1
2181,endothelial,inDrop1
2182,quiescent_stellate,inDrop1
2183,beta,inDrop1
2184,alpha,inDrop1
2185,ductal,inDrop1
2186,endothelial,inDrop1
2187,beta,inDrop1
2188,beta,inDrop1
2189,endothelial,inDrop1
2190,beta,inDrop1
2191,beta,inDrop1
2192,beta,inDrop1
2193,endothelial,inDrop1
2194,macrophage,inDrop1
2195,endothelial,inDrop1
2196,ductal,inDrop1
2197,beta,inDrop1
2198,ductal,inDrop1
2199,endothelial,inDrop1
2200,quiescent_stellate,inDrop1
2201,beta,inDrop1
2202,endothelial,inDrop1
2203,endothelial,inDrop1
2204,beta,inDrop1
2205,endothelial,inDrop1
2206,endothelial,inDrop1
2207,alpha,inDrop1
2208,ductal,inDrop1
2209,beta,inDrop1
2210,delta,inDrop1
2211,delta,inDrop1
2212,delta,inDrop1
2213,acinar,inDrop1
2214,acinar,inDrop1
2215,acinar,inDrop1
2216,acinar,inDrop1
2217,delta,inDrop1
2218,acinar,inDrop1
2219,ductal,inDrop1
2220,alpha,inDrop1
2221,delta,inDrop1
2222,delta,inDrop1
2223,delta,inDrop1
2224,delta,inDrop1
2225,acinar,inDrop1
2226,beta,inDrop1
2227,acinar,inDrop1
2228,endothelial,inDrop1
2229,delta,inDrop1
2230,beta,inDrop1
2231,delta,inDrop1
2232,alpha,inDrop1
2233,ductal,inDrop1
2234,delta,inDrop1
2235,delta,inDrop1
2236,beta,inDrop1
2237,delta,inDrop1
2238,beta,inDrop1
2239,beta,inDrop1
2240,delta,inDrop1
2241,gamma,inDrop1
2242,beta,inDrop1
2243,delta,inDrop1
2244,beta,inDrop1
2245,delta,inDrop1
2246,beta,inDrop1
2247,alpha,inDrop1
2248,beta,inDrop1
2249,delta,inDrop1
2250,delta,inDrop1
2251,beta,inDrop1
2252,delta,inDrop1
2253,delta,inDrop1
2254,ductal,inDrop1
2255,beta,inDrop1
2256,delta,inDrop1
2257,delta,inDrop1
2258,alpha,inDrop1
2259,beta,inDrop1
2260,alpha,inDrop1
2261,alpha,inDrop1
2262,beta,inDrop1
2263,acinar,inDrop1
2264,beta,inDrop1
2265,beta,inDrop1
2266,beta,inDrop1
2267,delta,inDrop1
2268,activated_stellate,inDrop1
2269,beta,inDrop1
2270,beta,inDrop1
2271,beta,inDrop1
2272,delta,inDrop1
2273,beta,inDrop1
2274,alpha,inDrop1
2275,ductal,inDrop1
2276,acinar,inDrop1
2277,delta,inDrop1
2278,beta,inDrop1
2279,beta,inDrop1
2280,beta,inDrop1
2281,acinar,inDrop1
2282,beta,inDrop1
2283,delta,inDrop1
2284,beta,inDrop1
2285,beta,inDrop1
2286,beta,inDrop1
2287,delta,inDrop1
2288,delta,inDrop1
2289,beta,inDrop1
2290,delta,inDrop1
2291,beta,inDrop1
2292,beta,inDrop1
2293,beta,inDrop1
2294,beta,inDrop1
2295,beta,inDrop1
2296,beta,inDrop1
2297,acinar,inDrop1
2298,beta,inDrop1
2299,beta,inDrop1
2300,beta,inDrop1
2301,alpha,inDrop1
2302,endothelial,inDrop1
2303,beta,inDrop1
